C:\Nolek\Logs\2022-0772_C1_230227.csv;120 Bar;60 Liter;Room GR1.1
Log Time;StepNo;CircuitName;TMP1;TMP2;B31;B32;B21;B22;P101;RegulatorSP;RegulatorFB
28/02/2023 01.44.05;45000;R1.1;18,43;18,59;18,72727;18,90816;5,764119E-03;50,91774;183,1244;0;0
28/02/2023 01.44.35;45000;R1.1;18,43;18,59;18,72727;18,80867;5,764119E-03;50,92352;183,1334;0;0
28/02/2023 01.45.05;45000;R1.1;18,43;18,59;18,72727;18,80867;5,764119E-03;50,92928;183,1064;0;0
28/02/2023 01.45.35;45000;R1.1;18,43;18,59;18,72727;18,80867;5,764119E-03;50,92352;183,0974;0;0
28/02/2023 01.46.05;45000;R1.1;18,42;18,58;18,72727;18,80867;5,764119E-03;50,91774;183,0703;0;0
28/02/2023 01.46.35;45000;R1.1;18,43;18,58;18,72727;18,80867;1,152824E-02;50,92928;183,0703;0;0
28/02/2023 01.47.29;45000;R1.1;18,44;18,58;18,72727;18,80867;5,764119E-03;50,91774;183,0613;0;0
28/02/2023 01.47.36;45000;R1.1;18,46;18,59;18,72727;18,80867;5,764119E-03;50,92352;183,0343;0;0
28/02/2023 01.48.06;45000;R1.1;18,44;18,59;18,72727;18,80867;5,764119E-03;50,91774;183,0343;0;0
28/02/2023 01.48.36;45000;R1.1;18,44;18,57;18,72727;18,80867;5,764119E-03;50,91774;183,0343;0;0
28/02/2023 01.49.06;45000;R1.1;18,43;18,58;18,72727;18,80867;1,152824E-02;50,92352;183,0163;0;0
28/02/2023 01.49.36;45000;R1.1;18,42;18,57;18,72727;18,80867;0;50,91774;183,0343;0;0
28/02/2023 01.50.07;45000;R1.1;18,42;18,57;18,72727;18,80867;1,152824E-02;50,91198;183,0343;0;0
28/02/2023 01.50.37;45000;R1.1;18,42;18,56;18,72727;18,80867;0;50,91774;183,0343;0;0
28/02/2023 01.51.07;45000;R1.1;18,41;18,57;18,72727;18,80867;5,764119E-03;50,91198;183,0433;0;0
28/02/2023 01.51.37;45000;R1.1;18,4;18,57;18,72727;18,80867;5,764119E-03;50,91198;183,0613;0;0
28/02/2023 01.52.07;45000;R1.1;18,41;18,58;18,72727;18,80867;5,764119E-03;50,91198;183,0703;0;0
28/02/2023 01.52.37;45000;R1.1;18,41;18,58;18,72727;18,80867;1,152824E-02;50,91774;183,0703;0;0
28/02/2023 01.53.07;45000;R1.1;18,41;18,58;18,72727;18,80867;5,764119E-03;50,91774;183,0703;0;0
28/02/2023 01.53.38;45000;R1.1;18,41;18,57;18,72727;18,80867;5,764119E-03;50,91774;183,0703;0;0
28/02/2023 01.54.10;45000;R1.1;18,41;18,57;18,72727;18,80867;5,764119E-03;50,91774;183,0883;0;0
28/02/2023 01.54.40;45000;R1.1;18,4;18,57;18,72727;18,80867;5,764119E-03;50,91198;183,0793;0;0
28/02/2023 01.55.10;45000;R1.1;18,41;18,57;18,72727;18,80867;5,764119E-03;50,91774;183,0974;0;0
28/02/2023 01.55.40;45000;R1.1;18,4;18,57;18,72727;18,80867;0;50,91198;183,1064;0;0
28/02/2023 01.56.10;45000;R1.1;18,42;18,58;18,72727;18,80867;5,764119E-03;50,91198;183,0974;0;0
28/02/2023 01.56.40;45000;R1.1;18,46;18,56;18,72727;18,80867;5,764119E-03;50,9062;183,1064;0;0
28/02/2023 01.57.10;45000;R1.1;18,45;18,54;18,72727;18,80867;5,764119E-03;50,91198;183,1064;0;0
28/02/2023 01.57.41;45000;R1.1;18,44;18,55;18,72727;18,80867;1,152824E-02;50,9062;183,1244;0;0
28/02/2023 01.58.11;45000;R1.1;18,42;18,54;18,72727;18,80867;0;50,91198;183,1244;0;0
28/02/2023 01.58.41;45000;R1.1;18,41;18,54;18,72727;18,80867;5,764119E-03;50,91198;183,1334;0;0
28/02/2023 01.59.11;45000;R1.1;18,41;18,54;18,72727;18,80867;5,764119E-03;50,91198;183,1334;0;0
28/02/2023 01.59.41;45000;R1.1;18,4;18,55;18,72727;18,80867;0;50,91774;183,1244;0;0
28/02/2023 02.00.11;45000;R1.1;18,4;18,55;18,72727;18,80867;1,152824E-02;50,9062;183,1244;0;0
28/02/2023 02.00.46;45000;R1.1;18,39;18,55;18,72727;18,80867;5,764119E-03;50,91198;183,1244;0;0
28/02/2023 02.01.12;45000;R1.1;18,39;18,55;18,72727;18,80867;5,764119E-03;50,9062;183,1244;0;0
28/02/2023 02.01.44;45000;R1.1;18,38;18,53;18,72727;18,80867;5,764119E-03;50,9062;183,1244;0;0
28/02/2023 02.02.14;45000;R1.1;18,37;18,53;18,72727;18,80867;5,764119E-03;50,9062;183,1244;0;0
28/02/2023 02.02.44;45000;R1.1;18,37;18,54;18,72727;18,80867;5,764119E-03;50,91198;183,1244;0;0
28/02/2023 02.03.14;45000;R1.1;18,37;18,53;18,72727;18,80867;0;50,9062;183,1244;0;0
28/02/2023 02.03.44;45000;R1.1;18,4;18,52;18,72727;18,80867;1,152824E-02;50,9062;183,1244;0;0
28/02/2023 02.04.14;45000;R1.1;18,41;18,52;18,72727;18,80867;5,764119E-03;50,9062;183,1244;0;0
28/02/2023 02.04.44;45000;R1.1;18,45;18,51;18,72727;18,80867;1,152824E-02;50,9062;183,1334;0;0
28/02/2023 02.05.14;45000;R1.1;18,49;18,51;18,72727;18,80867;5,764119E-03;50,9062;183,1334;0;0
28/02/2023 02.05.44;45000;R1.1;18,55;18,51;18,72727;18,80867;5,764119E-03;50,90044;183,1244;0;0
28/02/2023 02.06.15;45000;R1.1;18,58;18,52;18,72727;18,80867;5,764119E-03;50,9062;183,0974;0;0
28/02/2023 02.06.45;45000;R1.1;18,62;18,53;18,72727;18,80867;5,764119E-03;50,91198;183,0703;0;0
28/02/2023 02.07.16;45000;R1.1;18,63;18,53;18,72727;18,80867;1,152824E-02;50,90044;183,0703;0;0
28/02/2023 02.07.46;45000;R1.1;18,65;18,54;18,72727;18,80867;5,764119E-03;50,9062;183,0703;0;0
28/02/2023 02.08.16;45000;R1.1;18,69;18,55;18,72727;18,80867;5,764119E-03;50,9062;183,0703;0;0
28/02/2023 02.08.46;45000;R1.1;18,74;18,56;18,72727;18,80867;5,764119E-03;50,9062;183,0523;0;0
28/02/2023 02.09.16;45000;R1.1;18,79;18,59;18,72727;18,80867;5,764119E-03;50,91198;183,0343;0;0
28/02/2023 02.09.50;45000;R1.1;18,84;18,63;18,72727;18,80867;1,152824E-02;50,9062;183,0343;0;0
28/02/2023 02.10.17;45000;R1.1;18,89;18,68;18,72727;18,80867;1,152824E-02;50,90044;183,0343;0;0
28/02/2023 02.10.47;45000;R1.1;18,94;18,72;18,72727;18,80867;5,764119E-03;50,9062;183,0343;0;0
28/02/2023 02.11.17;45000;R1.1;18,98;18,77;18,72727;18,80867;1,152824E-02;50,9062;183,0343;0;0
28/02/2023 02.11.49;45000;R1.1;19,04;18,82;18,72727;18,80867;1,152824E-02;50,91198;183,0343;0;0
28/02/2023 02.12.19;45000;R1.1;19,09;18,86;18,72727;18,80867;5,764119E-03;50,9062;183,0343;0;0
28/02/2023 02.12.49;45000;R1.1;19,14;18,9;18,72727;18,90816;5,764119E-03;50,9062;183,0343;0;0
28/02/2023 02.13.19;45000;R1.1;19,2;18,95;18,72727;18,90816;1,152824E-02;50,91198;183,0253;0;0
28/02/2023 02.13.49;45000;R1.1;19,27;19;18,72727;18,90816;5,764119E-03;50,9062;183,0343;0;0
28/02/2023 02.14.19;45000;R1.1;19,32;19,07;18,72727;18,90816;5,764119E-03;50,91774;183,0253;0;0
28/02/2023 02.14.56;45000;R1.1;19,37;19,13;18,72727;18,90816;5,764119E-03;50,9062;183,0343;0;0
28/02/2023 02.15.20;45000;R1.1;19,42;19,19;18,72727;18,90816;5,764119E-03;50,9062;183,0343;0;0
28/02/2023 02.15.50;45000;R1.1;19,48;19,26;18,72727;18,90816;1,152824E-02;50,9062;183,0343;0;0
28/02/2023 02.16.20;45000;R1.1;19,54;19,31;18,72727;18,90816;5,764119E-03;50,90044;183,0343;0;0
28/02/2023 02.16.50;45000;R1.1;19,6;19,37;18,72727;18,90816;0;50,91198;183,0343;0;0
28/02/2023 02.17.20;45000;R1.1;19,65;19,42;18,72727;18,90816;5,764119E-03;50,9062;183,0343;0;0
28/02/2023 02.17.50;45000;R1.1;19,72;19,46;18,72727;18,90816;0;50,9062;183,0343;0;0
28/02/2023 02.18.21;45000;R1.1;19,77;19,5;18,72727;18,90816;1,152824E-02;50,9062;183,0343;0;0
28/02/2023 02.18.51;45000;R1.1;19,81;19,53;18,72727;18,90816;1,152824E-02;50,91198;183,0343;0;0
28/02/2023 02.19.22;45000;R1.1;19,84;19,56;18,72727;18,90816;1,152824E-02;50,91198;183,0343;0;0
28/02/2023 02.19.52;45000;R1.1;19,86;19,57;18,72727;18,90816;5,764119E-03;50,91198;183,0343;0;0
28/02/2023 02.20.22;45000;R1.1;19,88;19,59;18,72727;18,90816;5,764119E-03;50,91198;183,0343;0;0
28/02/2023 02.20.52;45000;R1.1;19,89;19,6;18,72727;18,90816;5,764119E-03;50,9062;183,0343;0;0
28/02/2023 02.21.22;45000;R1.1;19,89;19,61;18,72727;19,00765;5,764119E-03;50,91198;183,0343;0;0
28/02/2023 02.21.52;45000;R1.1;19,89;19,61;18,72727;19,00765;5,764119E-03;50,91198;183,0343;0;0
28/02/2023 02.22.22;45000;R1.1;19,89;19,62;18,72727;19,00765;1,152824E-02;50,91198;183,0163;0;0
28/02/2023 02.22.52;45000;R1.1;19,88;19,63;18,72727;19,00765;1,152824E-02;50,9062;183,0073;0;0
28/02/2023 02.23.23;45000;R1.1;19,88;19,64;18,82576;19,00765;1,152824E-02;50,91198;183,0073;0;0
28/02/2023 02.23.53;45000;R1.1;19,88;19,63;18,82576;19,00765;5,764119E-03;50,9062;182,9983;0;0
28/02/2023 02.24.24;45000;R1.1;19,87;19,62;18,82576;19,00765;1,152824E-02;50,91198;182,9803;0;0
28/02/2023 02.24.54;45000;R1.1;19,85;19,61;18,82576;19,00765;5,764119E-03;50,91198;182,9713;0;0
28/02/2023 02.25.24;45000;R1.1;19,83;19,6;18,82576;19,00765;5,764119E-03;50,91774;182,9623;0;0
28/02/2023 02.25.54;45000;R1.1;19,8;19,59;18,82576;19,00765;0;50,91198;182,9533;0;0
28/02/2023 02.26.24;45000;R1.1;19,77;19,57;18,82576;19,00765;5,764119E-03;50,91198;182,9533;0;0
28/02/2023 02.26.54;45000;R1.1;19,74;19,56;18,82576;19,00765;5,764119E-03;50,91774;182,9262;0;0
28/02/2023 02.27.24;45000;R1.1;19,71;19,55;18,82576;19,00765;5,764119E-03;50,91774;182,9082;0;0
28/02/2023 02.27.54;45000;R1.1;19,69;19,53;18,82576;19,00765;1,152824E-02;50,91198;182,9082;0;0
28/02/2023 02.28.25;45000;R1.1;19,66;19,52;18,82576;19,00765;5,764119E-03;50,91198;182,8902;0;0
28/02/2023 02.28.55;45000;R1.1;19,65;19,51;18,82576;19,00765;5,764119E-03;50,9062;182,8812;0;0
28/02/2023 02.29.26;45000;R1.1;19,67;19,5;18,82576;19,00765;5,764119E-03;50,91774;182,8632;0;0
28/02/2023 02.29.56;45000;R1.1;19,68;19,5;18,82576;19,00765;5,764119E-03;50,91774;182,8272;0;0
28/02/2023 02.30.26;45000;R1.1;19,67;19,49;18,82576;19,10714;5,764119E-03;50,91198;182,8272;0;0
28/02/2023 02.30.56;45000;R1.1;19,67;19,49;18,82576;19,10714;5,764119E-03;50,92352;182,7822;0;0
28/02/2023 02.31.26;45000;R1.1;19,67;19,5;18,82576;19,10714;5,764119E-03;50,92352;182,7371;0;0
28/02/2023 02.31.56;45000;R1.1;19,68;19,51;18,82576;19,10714;1,152824E-02;50,91774;182,7281;0;0
28/02/2023 02.32.27;45000;R1.1;19,68;19,53;18,82576;19,10714;1,152824E-02;50,91774;182,7011;0;0
28/02/2023 02.32.57;45000;R1.1;19,68;19,53;18,82576;19,10714;1,152824E-02;50,92352;182,6651;0;0
28/02/2023 02.33.29;45000;R1.1;19,68;19,53;18,82576;19,10714;1,152824E-02;50,91774;182,6291;0;0
28/02/2023 02.33.59;45000;R1.1;19,68;19,54;18,82576;19,10714;1,152824E-02;50,91774;182,584;0;0
28/02/2023 02.34.29;45000;R1.1;19,69;19,53;18,82576;19,10714;5,764119E-03;50,91774;182,557;0;0
28/02/2023 02.34.59;45000;R1.1;19,69;19,53;18,82576;19,10714;5,764119E-03;50,92352;182,548;0;0
28/02/2023 02.35.29;45000;R1.1;19,7;19,54;18,82576;19,10714;5,764119E-03;50,91198;182,512;0;0
28/02/2023 02.35.59;45000;R1.1;19,71;19,55;18,82576;19,10714;1,152824E-02;50,92352;182,485;0;0
28/02/2023 02.36.30;45000;R1.1;19,72;19,55;18,82576;19,10714;1,152824E-02;50,92352;182,53;0;0
28/02/2023 02.37.00;45000;R1.1;19,73;19,56;18,92424;19,10714;5,764119E-03;50,92352;182,575;0;0
28/02/2023 02.37.30;45000;R1.1;19,75;19,57;18,92424;19,10714;5,764119E-03;50,91774;182,6471;0;0
28/02/2023 02.38.02;45000;R1.1;19,76;19,58;18,82576;19,10714;1,152824E-02;50,91774;182,7011;0;0
28/02/2023 02.38.32;45000;R1.1;19,77;19,6;18,92424;19,10714;5,764119E-03;50,92352;182,7371;0;0
28/02/2023 02.39.02;45000;R1.1;19,78;19,61;18,92424;19,10714;1,152824E-02;50,92352;182,8272;0;0
28/02/2023 02.39.32;45000;R1.1;19,79;19,61;18,92424;19,10714;5,764119E-03;50,92928;182,8272;0;0
28/02/2023 02.40.02;45000;R1.1;19,8;19,62;18,92424;19,10714;0;50,92352;182,8902;0;0
28/02/2023 02.40.32;45000;R1.1;19,81;19,64;18,92424;19,10714;5,764119E-03;50,92928;182,9172;0;0
28/02/2023 02.41.02;45000;R1.1;19,82;19,64;18,92424;19,10714;5,764119E-03;50,91774;182,9352;0;0
28/02/2023 02.41.32;45000;R1.1;19,83;19,66;18,92424;19,20663;1,152824E-02;50,92352;182,9803;0;0
28/02/2023 02.42.02;45000;R1.1;19,84;19,66;18,92424;19,20663;5,764119E-03;50,92352;182,9983;0;0
28/02/2023 02.42.35;45000;R1.1;19,84;19,67;18,92424;19,20663;5,764119E-03;50,92928;183,0343;0;0
28/02/2023 02.43.03;45000;R1.1;19,85;19,67;18,92424;19,20663;5,764119E-03;50,92352;183,0523;0;0
28/02/2023 02.43.34;45000;R1.1;19,85;19,67;18,92424;19,20663;5,764119E-03;50,92928;183,0703;0;0
28/02/2023 02.44.04;45000;R1.1;19,85;19,67;18,92424;19,20663;5,764119E-03;50,92352;183,0883;0;0
28/02/2023 02.44.34;45000;R1.1;19,85;19,68;18,92424;19,20663;5,764119E-03;50,92352;183,1154;0;0
28/02/2023 02.45.04;45000;R1.1;19,85;19,68;18,92424;19,20663;5,764119E-03;50,92928;183,1244;0;0
28/02/2023 02.45.34;45000;R1.1;19,85;19,68;18,92424;19,20663;1,152824E-02;50,92352;183,1514;0;0
28/02/2023 02.46.04;45000;R1.1;19,85;19,69;18,92424;19,20663;5,764119E-03;50,92352;183,1694;0;0
28/02/2023 02.46.34;45000;R1.1;19,85;19,69;18,92424;19,20663;1,152824E-02;50,92928;183,1874;0;0
28/02/2023 02.47.07;45000;R1.1;19,84;19,7;18,92424;19,20663;5,764119E-03;50,92352;183,1874;0;0
28/02/2023 02.47.36;45000;R1.1;19,84;19,7;18,92424;19,20663;5,764119E-03;50,92352;183,2144;0;0
28/02/2023 02.48.06;45000;R1.1;19,84;19,69;18,92424;19,20663;1,152824E-02;50,92928;183,2234;0;0
28/02/2023 02.48.36;45000;R1.1;19,84;19,68;18,92424;19,20663;1,152824E-02;50,92928;183,2144;0;0
28/02/2023 02.49.06;45000;R1.1;19,84;19,69;18,92424;19,20663;5,764119E-03;50,92928;183,2594;0;0
28/02/2023 02.49.36;45000;R1.1;19,84;19,7;18,92424;19,20663;5,764119E-03;50,92928;183,2684;0;0
28/02/2023 02.50.06;45000;R1.1;19,84;19,7;18,92424;19,20663;1,152824E-02;50,92928;183,2775;0;0
28/02/2023 02.50.36;45000;R1.1;19,83;19,69;19,02273;19,20663;5,764119E-03;50,92928;183,2775;0;0
28/02/2023 02.51.09;45000;R1.1;19,82;19,69;18,92424;19,20663;1,152824E-02;50,93505;183,2865;0;0
28/02/2023 02.51.37;45000;R1.1;19,82;19,68;19,02273;19,20663;5,764119E-03;50,92928;183,3135;0;0
28/02/2023 02.52.07;45000;R1.1;19,82;19,67;18,92424;19,20663;5,764119E-03;50,92928;183,3315;0;0
28/02/2023 02.52.37;45000;R1.1;19,82;19,66;19,02273;19,20663;5,764119E-03;50,92928;183,3495;0;0
28/02/2023 02.53.07;45000;R1.1;19,82;19,65;19,02273;19,20663;5,764119E-03;50,92928;183,3405;0;0
28/02/2023 02.53.37;45000;R1.1;19,81;19,64;19,02273;19,20663;5,764119E-03;50,93505;183,3405;0;0
28/02/2023 02.54.07;45000;R1.1;19,81;19,63;19,02273;19,20663;5,764119E-03;50,93505;183,3495;0;0
28/02/2023 02.54.37;45000;R1.1;19,79;19,61;19,02273;19,20663;5,764119E-03;50,93505;183,3675;0;0
28/02/2023 02.55.13;45000;R1.1;19,77;19,6;19,02273;19,20663;5,764119E-03;50,93505;183,3675;0;0
28/02/2023 02.55.38;45000;R1.1;19,76;19,58;19,02273;19,20663;5,764119E-03;50,92928;183,3675;0;0
28/02/2023 02.56.08;45000;R1.1;19,74;19,57;19,02273;19,20663;1,152824E-02;50,93505;183,3675;0;0
28/02/2023 02.56.38;45000;R1.1;19,74;19,56;19,02273;19,30612;5,764119E-03;50,92928;183,3765;0;0
28/02/2023 02.57.08;45000;R1.1;19,73;19,55;19,02273;19,30612;5,764119E-03;50,92928;183,3855;0;0
28/02/2023 02.57.38;45000;R1.1;19,72;19,54;19,02273;19,30612;5,764119E-03;50,93505;183,3855;0;0
28/02/2023 02.58.08;45000;R1.1;19,72;19,54;19,02273;19,30612;5,764119E-03;50,93505;183,3945;0;0
28/02/2023 02.58.44;45000;R1.1;19,71;19,53;19,02273;19,30612;1,152824E-02;50,93505;183,4035;0;0
28/02/2023 02.59.09;45000;R1.1;19,71;19,52;19,02273;19,30612;5,764119E-03;50,92928;183,4216;0;0
28/02/2023 02.59.39;45000;R1.1;19,7;19,52;19,02273;19,30612;1,152824E-02;50,92928;183,4216;0;0
28/02/2023 03.00.09;45000;R1.1;19,7;19,51;19,02273;19,30612;1,152824E-02;50,92928;183,4306;0;0
28/02/2023 03.00.39;45000;R1.1;19,69;19,51;19,02273;19,30612;1,152824E-02;50,92928;183,4306;0;0
28/02/2023 03.01.09;45000;R1.1;19,69;19,5;19,02273;19,30612;1,152824E-02;50,93505;183,4306;0;0
28/02/2023 03.01.39;45000;R1.1;19,68;19,5;19,02273;19,30612;1,152824E-02;50,92928;183,4396;0;0
28/02/2023 03.02.09;45000;R1.1;19,68;19,5;19,02273;19,30612;5,764119E-03;50,92928;183,4306;0;0
28/02/2023 03.02.46;45000;R1.1;19,66;19,49;19,02273;19,30612;5,764119E-03;50,92928;183,4396;0;0
28/02/2023 03.03.12;45000;R1.1;19,65;19,47;19,02273;19,30612;5,764119E-03;50,92928;183,4306;0;0
28/02/2023 03.03.42;45000;R1.1;19,63;19,46;19,02273;19,30612;5,764119E-03;50,92928;183,4576;0;0
28/02/2023 03.04.12;45000;R1.1;19,62;19,44;19,02273;19,30612;1,152824E-02;50,93505;183,4666;0;0
28/02/2023 03.04.42;45000;R1.1;19,59;19,43;19,02273;19,30612;1,152824E-02;50,93505;183,4486;0;0
28/02/2023 03.05.12;45000;R1.1;19,57;19,41;19,02273;19,30612;1,152824E-02;50,92928;183,4576;0;0
28/02/2023 03.05.42;45000;R1.1;19,55;19,4;19,02273;19,30612;5,764119E-03;50,92928;183,4486;0;0
28/02/2023 03.06.17;45000;R1.1;19,56;19,38;19,02273;19,30612;5,764119E-03;50,93505;183,4576;0;0
28/02/2023 03.06.44;45000;R1.1;19,56;19,37;19,02273;19,30612;5,764119E-03;50,93505;183,4486;0;0
28/02/2023 03.07.14;45000;R1.1;19,56;19,35;19,02273;19,30612;5,764119E-03;50,92928;183,4486;0;0
28/02/2023 03.07.44;45000;R1.1;19,55;19,33;19,02273;19,30612;1,152824E-02;50,92928;183,4396;0;0
28/02/2023 03.08.14;45000;R1.1;19,55;19,32;19,02273;19,30612;5,764119E-03;50,92928;183,4396;0;0
28/02/2023 03.08.44;45000;R1.1;19,55;19,3;19,02273;19,20663;5,764119E-03;50,92928;183,4576;0;0
28/02/2023 03.09.14;45000;R1.1;19,54;19,28;19,02273;19,30612;5,764119E-03;50,93505;183,4486;0;0
28/02/2023 03.09.44;45000;R1.1;19,54;19,27;19,02273;19,30612;1,152824E-02;50,93505;183,4396;0;0
28/02/2023 03.10.19;45000;R1.1;19,54;19,26;19,02273;19,20663;1,152824E-02;50,92928;183,4576;0;0
28/02/2023 03.10.45;45000;R1.1;19,53;19,24;19,02273;19,30612;5,764119E-03;50,93505;183,4576;0;0
28/02/2023 03.11.15;45000;R1.1;19,51;19,23;19,02273;19,30612;5,764119E-03;50,92928;183,4666;0;0
28/02/2023 03.11.45;45000;R1.1;19,5;19,23;19,02273;19,30612;1,152824E-02;50,92928;183,4576;0;0
28/02/2023 03.12.18;45000;R1.1;19,48;19,21;19,02273;19,30612;5,764119E-03;50,92928;183,4486;0;0
28/02/2023 03.12.48;45000;R1.1;19,46;19,21;19,02273;19,30612;1,152824E-02;50,92928;183,4486;0;0
28/02/2023 03.13.18;45000;R1.1;19,45;19,21;19,02273;19,30612;5,764119E-03;50,93505;183,4576;0;0
28/02/2023 03.13.48;45000;R1.1;19,44;19,21;19,02273;19,30612;0;50,92928;183,4576;0;0
28/02/2023 03.14.18;45000;R1.1;19,44;19,21;19,02273;19,30612;1,152824E-02;50,92928;183,4666;0;0
28/02/2023 03.14.48;45000;R1.1;19,43;19,21;19,02273;19,30612;1,152824E-02;50,93505;183,4666;0;0
28/02/2023 03.15.18;45000;R1.1;19,44;19,22;19,12121;19,30612;5,764119E-03;50,92928;183,4666;0;0
28/02/2023 03.15.52;45000;R1.1;19,44;19,23;19,02273;19,30612;5,764119E-03;50,93505;183,4666;0;0
28/02/2023 03.16.19;45000;R1.1;19,45;19,24;19,12121;19,30612;5,764119E-03;50,93505;183,4846;0;0
28/02/2023 03.16.52;45000;R1.1;19,45;19,25;19,12121;19,30612;5,764119E-03;50,92928;183,4756;0;0
28/02/2023 03.17.22;45000;R1.1;19,46;19,25;19,12121;19,30612;5,764119E-03;50,93505;183,4666;0;0
28/02/2023 03.17.52;45000;R1.1;19,47;19,26;19,12121;19,30612;0;50,93505;183,4936;0;0
28/02/2023 03.18.22;45000;R1.1;19,48;19,27;19,12121;19,30612;5,764119E-03;50,92928;183,4846;0;0
28/02/2023 03.18.52;45000;R1.1;19,48;19,28;19,12121;19,30612;5,764119E-03;50,93505;183,4936;0;0
28/02/2023 03.19.24;45000;R1.1;19,49;19,29;19,12121;19,30612;5,764119E-03;50,93505;183,4936;0;0
28/02/2023 03.19.53;45000;R1.1;19,49;19,3;19,12121;19,30612;5,764119E-03;50,92928;183,4756;0;0
28/02/2023 03.20.23;45000;R1.1;19,49;19,3;19,12121;19,30612;5,764119E-03;50,92928;183,4936;0;0
28/02/2023 03.20.53;45000;R1.1;19,49;19,31;19,12121;19,30612;5,764119E-03;50,92928;183,4846;0;0
28/02/2023 03.21.23;45000;R1.1;19,5;19,31;19,12121;19,30612;1,152824E-02;50,92928;183,4936;0;0
28/02/2023 03.21.53;45000;R1.1;19,5;19,31;19,12121;19,30612;1,152824E-02;50,92928;183,4936;0;0
28/02/2023 03.22.23;45000;R1.1;19,5;19,32;19,12121;19,30612;0;50,92928;183,4936;0;0
28/02/2023 03.22.53;45000;R1.1;19,5;19,32;19,12121;19,30612;5,764119E-03;50,92928;183,4846;0;0
28/02/2023 03.23.23;45000;R1.1;19,5;19,32;19,12121;19,30612;5,764119E-03;50,92928;183,4936;0;0
28/02/2023 03.23.56;45000;R1.1;19,49;19,32;19,12121;19,30612;1,152824E-02;50,92928;183,4846;0;0
28/02/2023 03.24.24;45000;R1.1;19,49;19,32;19,12121;19,30612;5,764119E-03;50,93505;183,4936;0;0
28/02/2023 03.24.55;45000;R1.1;19,48;19,31;19,12121;19,30612;5,764119E-03;50,92928;183,4936;0;0
28/02/2023 03.25.25;45000;R1.1;19,48;19,3;19,12121;19,30612;5,764119E-03;50,92928;183,4936;0;0
28/02/2023 03.25.55;45000;R1.1;19,48;19,3;19,12121;19,30612;5,764119E-03;50,92928;183,4936;0;0
28/02/2023 03.26.25;45000;R1.1;19,49;19,3;19,12121;19,30612;5,764119E-03;50,93505;183,4936;0;0
28/02/2023 03.26.55;45000;R1.1;19,5;19,3;19,12121;19,30612;5,764119E-03;50,93505;183,4936;0;0
28/02/2023 03.27.25;45000;R1.1;19,52;19,32;19,12121;19,30612;5,764119E-03;50,92928;183,4846;0;0
28/02/2023 03.27.55;45000;R1.1;19,53;19,35;19,12121;19,30612;5,764119E-03;50,93505;183,4936;0;0
28/02/2023 03.28.29;45000;R1.1;19,55;19,38;19,12121;19,30612;5,764119E-03;50,93505;183,4936;0;0
28/02/2023 03.28.56;45000;R1.1;19,57;19,39;19,12121;19,30612;5,764119E-03;50,93505;183,4936;0;0
28/02/2023 03.29.26;45000;R1.1;19,58;19,41;19,12121;19,30612;1,152824E-02;50,92928;183,4936;0;0
28/02/2023 03.29.56;45000;R1.1;19,6;19,43;19,12121;19,30612;5,764119E-03;50,92928;183,4936;0;0
28/02/2023 03.30.26;45000;R1.1;19,63;19,45;19,12121;19,30612;5,764119E-03;50,93505;183,4936;0;0
28/02/2023 03.30.56;45000;R1.1;19,67;19,47;19,12121;19,30612;5,764119E-03;50,93505;183,5116;0;0
28/02/2023 03.31.26;45000;R1.1;19,7;19,49;19,12121;19,30612;5,764119E-03;50,92928;183,4936;0;0
28/02/2023 03.31.56;45000;R1.1;19,74;19,51;19,12121;19,30612;5,764119E-03;50,93505;183,5026;0;0
28/02/2023 03.32.26;45000;R1.1;19,77;19,53;19,12121;19,30612;5,764119E-03;50,92928;183,4936;0;0
28/02/2023 03.32.59;45000;R1.1;19,8;19,55;19,12121;19,30612;5,764119E-03;50,93505;183,4936;0;0
28/02/2023 03.33.29;45000;R1.1;19,82;19,58;19,12121;19,30612;5,764119E-03;50,92928;183,4936;0;0
28/02/2023 03.33.59;45000;R1.1;19,83;19,6;19,12121;19,30612;5,764119E-03;50,92928;183,4936;0;0
28/02/2023 03.34.29;45000;R1.1;19,85;19,61;19,12121;19,30612;1,152824E-02;50,93505;183,5026;0;0
28/02/2023 03.34.59;45000;R1.1;19,86;19,62;19,12121;19,40561;5,764119E-03;50,93505;183,4936;0;0
28/02/2023 03.35.29;45000;R1.1;19,86;19,64;19,12121;19,40561;1,152824E-02;50,94082;183,4936;0;0
28/02/2023 03.35.59;45000;R1.1;19,87;19,65;19,12121;19,40561;1,152824E-02;50,93505;183,4936;0;0
28/02/2023 03.36.29;45000;R1.1;19,88;19,66;19,12121;19,40561;5,764119E-03;50,92928;183,4936;0;0
28/02/2023 03.36.59;45000;R1.1;19,9;19,68;19,12121;19,40561;0;50,94082;183,4936;0;0
28/02/2023 03.37.32;45000;R1.1;19,91;19,7;19,12121;19,40561;1,152824E-02;50,93505;183,4936;0;0
28/02/2023 03.38.00;45000;R1.1;19,93;19,71;19,12121;19,40561;5,764119E-03;50,94082;183,4936;0;0
28/02/2023 03.38.30;45000;R1.1;19,94;19,72;19,12121;19,40561;1,729236E-02;50,93505;183,4936;0;0
28/02/2023 03.39.00;45000;R1.1;19,95;19,73;19,12121;19,40561;5,764119E-03;50,94082;183,4936;0;0
